code,name,dob,nationality,race_id,position,points,fastest_lap_speed,status,country,year,race,date
VDG,Giedo van der Garde,1985-04-25,Dutch,886,,0.0,191.9,Collision,Canada,2013,Canadian Grand Prix,2013-06-09
BIA,Jules Bianchi,1989-08-03,French,886,17.0,0.0,199.049,+2 Laps,Canada,2013,Canadian Grand Prix,2013-06-09
HAM,Lewis Hamilton,1985-01-07,British,888,5.0,10.0,196.83,Finished,Germany,2013,German Grand Prix,2013-07-07
ROS,Nico Rosberg,1985-06-27,German,888,9.0,2.0,196.778,Finished,Germany,2013,German Grand Prix,2013-07-07
ALO,Fernando Alonso,1981-07-29,Spanish,888,4.0,12.0,198.279,Finished,Germany,2013,German Grand Prix,2013-07-07
RAI,Kimi Räikkönen,1979-10-17,Finnish,888,2.0,18.0,197.647,Finished,Germany,2013,German Grand Prix,2013-07-07
MAS,Felipe Massa,1981-04-25,Brazilian,888,,0.0,187.408,Spun off,Germany,2013,German Grand Prix,2013-07-07
SUT,Adrian Sutil,1983-01-11,German,888,13.0,0.0,193.42,Finished,Germany,2013,German Grand Prix,2013-07-07
WEB,Mark Webber,1976-08-27,Australian,888,7.0,6.0,195.53,Finished,Germany,2013,German Grand Prix,2013-07-07
BUT,Jenson Button,1980-01-19,British,888,6.0,8.0,196.736,Finished,Germany,2013,German Grand Prix,2013-07-07
VET,Sebastian Vettel,1987-07-03,German,888,1.0,25.0,196.814,Finished,Germany,2013,German Grand Prix,2013-07-07
GRO,Romain Grosjean,1986-04-17,French,888,3.0,15.0,195.956,Finished,Germany,2013,German Grand Prix,2013-07-07
HUL,Nico Hülkenberg,1987-08-19,German,888,10.0,1.0,196.647,Finished,Germany,2013,German Grand Prix,2013-07-07
MAL,Pastor Maldonado,1985-03-09,Venezuelan,888,15.0,0.0,196.544,Finished,Germany,2013,German Grand Prix,2013-07-07
DIR,Paul di Resta,1986-04-16,British,888,11.0,0.0,191.918,Finished,Germany,2013,German Grand Prix,2013-07-07
PER,Sergio Pérez,1990-01-26,Mexican,888,8.0,4.0,192.78,Finished,Germany,2013,German Grand Prix,2013-07-07
RIC,Daniel Ricciardo,1989-07-01,Australian,888,12.0,0.0,193.086,Finished,Germany,2013,German Grand Prix,2013-07-07
VER,Jean-Éric Vergne,1990-04-25,French,888,,0.0,186.67,Hydraulics,Germany,2013,German Grand Prix,2013-07-07
PIC,Charles Pic,1990-02-15,French,888,17.0,0.0,189.916,+1 Lap,Germany,2013,German Grand Prix,2013-07-07
CHI,Max Chilton,1991-04-21,British,888,19.0,0.0,188.374,+1 Lap,Germany,2013,German Grand Prix,2013-07-07
GUT,Esteban Gutiérrez,1991-08-05,Mexican,888,14.0,0.0,193.469,Finished,Germany,2013,German Grand Prix,2013-07-07
BOT,Valtteri Bottas,1989-08-28,Finnish,888,16.0,0.0,197.216,+1 Lap,Germany,2013,German Grand Prix,2013-07-07
VDG,Giedo van der Garde,1985-04-25,Dutch,888,18.0,0.0,188.133,+1 Lap,Germany,2013,German Grand Prix,2013-07-07
BIA,Jules Bianchi,1989-08-03,French,888,,0.0,185.617,Engine,Germany,2013,German Grand Prix,2013-07-07
HAM,Lewis Hamilton,1985-01-07,British,892,9.0,2.0,242.924,Finished,Italy,2013,Italian Grand Prix,2013-09-08
ROS,Nico Rosberg,1985-06-27,German,892,6.0,8.0,241.095,Finished,Italy,2013,Italian Grand Prix,2013-09-08
ALO,Fernando Alonso,1981-07-29,Spanish,892,2.0,18.0,240.27,Finished,Italy,2013,Italian Grand Prix,2013-09-08
RAI,Kimi Räikkönen,1979-10-17,Finnish,892,11.0,0.0,239.853,Finished,Italy,2013,Italian Grand Prix,2013-09-08
MAS,Felipe Massa,1981-04-25,Brazilian,892,4.0,12.0,239.448,Finished,Italy,2013,Italian Grand Prix,2013-09-08
SUT,Adrian Sutil,1983-01-11,German,892,16.0,0.0,238.564,+1 Lap,Italy,2013,Italian Grand Prix,2013-09-08
WEB,Mark Webber,1976-08-27,Australian,892,3.0,15.0,240.567,Finished,Italy,2013,Italian Grand Prix,2013-09-08
BUT,Jenson Button,1980-01-19,British,892,10.0,1.0,237.445,Finished,Italy,2013,Italian Grand Prix,2013-09-08
VET,Sebastian Vettel,1987-07-03,German,892,1.0,25.0,239.187,Finished,Italy,2013,Italian Grand Prix,2013-09-08
GRO,Romain Grosjean,1986-04-17,French,892,8.0,4.0,239.591,Finished,Italy,2013,Italian Grand Prix,2013-09-08
HUL,Nico Hülkenberg,1987-08-19,German,892,5.0,10.0,240.495,Finished,Italy,2013,Italian Grand Prix,2013-09-08
MAL,Pastor Maldonado,1985-03-09,Venezuelan,892,14.0,0.0,239.762,Finished,Italy,2013,Italian Grand Prix,2013-09-08
DIR,Paul di Resta,1986-04-16,British,892,,0.0,,Accident,Italy,2013,Italian Grand Prix,2013-09-08
PER,Sergio Pérez,1990-01-26,Mexican,892,12.0,0.0,238.049,Finished,Italy,2013,Italian Grand Prix,2013-09-08
RIC,Daniel Ricciardo,1989-07-01,Australian,892,7.0,6.0,238.903,Finished,Italy,2013,Italian Grand Prix,2013-09-08
VER,Jean-Éric Vergne,1990-04-25,French,892,,0.0,232.469,Transmission,Italy,2013,Italian Grand Prix,2013-09-08
PIC,Charles Pic,1990-02-15,French,892,17.0,0.0,235.328,+1 Lap,Italy,2013,Italian Grand Prix,2013-09-08
CHI,Max Chilton,1991-04-21,British,892,20.0,0.0,233.037,+1 Lap,Italy,2013,Italian Grand Prix,2013-09-08
GUT,Esteban Gutiérrez,1991-08-05,Mexican,892,13.0,0.0,239.457,Finished,Italy,2013,Italian Grand Prix,2013-09-08
BOT,Valtteri Bottas,1989-08-28,Finnish,892,15.0,0.0,239.253,Finished,Italy,2013,Italian Grand Prix,2013-09-08
VDG,Giedo van der Garde,1985-04-25,Dutch,892,18.0,0.0,235.214,+1 Lap,Italy,2013,Italian Grand Prix,2013-09-08
BIA,Jules Bianchi,1989-08-03,French,892,19.0,0.0,232.767,+1 Lap,Italy,2013,Italian Grand Prix,2013-09-08
HAM,Lewis Hamilton,1985-01-07,British,893,5.0,10.0,165.89,Finished,Singapore,2013,Singapore Grand Prix,2013-09-22
ROS,Nico Rosberg,1985-06-27,German,893,4.0,12.0,165.233,Finished,Singapore,2013,Singapore Grand Prix,2013-09-22
ALO,Fernando Alonso,1981-07-29,Spanish,893,2.0,18.0,164.149,Finished,Singapore,2013,Singapore Grand Prix,2013-09-22
RAI,Kimi Räikkönen,1979-10-17,Finnish,893,3.0,15.0,164.063,Finished,Singapore,2013,Singapore Grand Prix,2013-09-22
MAS,Felipe Massa,1981-04-25,Brazilian,893,6.0,8.0,165.0,Finished,Singapore,2013,Singapore Grand Prix,2013-09-22
SUT,Adrian Sutil,1983-01-11,German,893,10.0,1.0,166.283,Finished,Singapore,2013,Singapore Grand Prix,2013-09-22
WEB,Mark Webber,1976-08-27,Australian,893,15.0,0.0,166.091,Water pressure,Singapore,2013,Singapore Grand Prix,2013-09-22
BUT,Jenson Button,1980-01-19,British,893,7.0,6.0,163.182,Finished,Singapore,2013,Singapore Grand Prix,2013-09-22
VET,Sebastian Vettel,1987-07-03,German,893,1.0,25.0,167.94,Finished,Singapore,2013,Singapore Grand Prix,2013-09-22
GRO,Romain Grosjean,1986-04-17,French,893,,0.0,164.126,Pneumatics,Singapore,2013,Singapore Grand Prix,2013-09-22
HUL,Nico Hülkenberg,1987-08-19,German,893,9.0,2.0,162.533,Finished,Singapore,2013,Singapore Grand Prix,2013-09-22
MAL,Pastor Maldonado,1985-03-09,Venezuelan,893,11.0,0.0,164.703,Finished,Singapore,2013,Singapore Grand Prix,2013-09-22
DIR,Paul di Resta,1986-04-16,British,893,20.0,0.0,164.657,Accident,Singapore,2013,Singapore Grand Prix,2013-09-22
PER,Sergio Pérez,1990-01-26,Mexican,893,8.0,4.0,162.911,Finished,Singapore,2013,Singapore Grand Prix,2013-09-22
RIC,Daniel Ricciardo,1989-07-01,Australian,893,,0.0,161.288,Accident,Singapore,2013,Singapore Grand Prix,2013-09-22
VER,Jean-Éric Vergne,1990-04-25,French,893,14.0,0.0,165.27,Finished,Singapore,2013,Singapore Grand Prix,2013-09-22
PIC,Charles Pic,1990-02-15,French,893,19.0,0.0,164.285,+1 Lap,Singapore,2013,Singapore Grand Prix,2013-09-22
CHI,Max Chilton,1991-04-21,British,893,17.0,0.0,161.304,+1 Lap,Singapore,2013,Singapore Grand Prix,2013-09-22
GUT,Esteban Gutiérrez,1991-08-05,Mexican,893,12.0,0.0,162.793,Finished,Singapore,2013,Singapore Grand Prix,2013-09-22
BOT,Valtteri Bottas,1989-08-28,Finnish,893,13.0,0.0,163.232,Finished,Singapore,2013,Singapore Grand Prix,2013-09-22
VDG,Giedo van der Garde,1985-04-25,Dutch,893,16.0,0.0,162.12,+1 Lap,Singapore,2013,Singapore Grand Prix,2013-09-22
BIA,Jules Bianchi,1989-08-03,French,893,18.0,0.0,161.508,+1 Lap,Singapore,2013,Singapore Grand Prix,2013-09-22
HAM,Lewis Hamilton,1985-01-07,British,897,7.0,6.0,189.586,Finished,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
ROS,Nico Rosberg,1985-06-27,German,897,3.0,15.0,191.41,Finished,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
ALO,Fernando Alonso,1981-07-29,Spanish,897,5.0,10.0,193.305,Finished,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
RAI,Kimi Räikkönen,1979-10-17,Finnish,897,,0.0,,Accident,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
MAS,Felipe Massa,1981-04-25,Brazilian,897,8.0,4.0,189.615,Finished,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
SUT,Adrian Sutil,1983-01-11,German,897,10.0,1.0,189.324,Finished,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
WEB,Mark Webber,1976-08-27,Australian,897,2.0,18.0,191.583,Finished,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
BUT,Jenson Button,1980-01-19,British,897,12.0,0.0,188.03,Finished,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
VET,Sebastian Vettel,1987-07-03,German,897,1.0,25.0,192.451,Finished,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
GRO,Romain Grosjean,1986-04-17,French,897,4.0,12.0,191.699,Finished,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
HUL,Nico Hülkenberg,1987-08-19,German,897,14.0,0.0,189.394,+1 Lap,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
MAL,Pastor Maldonado,1985-03-09,Venezuelan,897,11.0,0.0,189.466,Finished,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
DIR,Paul di Resta,1986-04-16,British,897,6.0,8.0,189.007,Finished,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
PER,Sergio Pérez,1990-01-26,Mexican,897,9.0,2.0,189.637,Finished,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
RIC,Daniel Ricciardo,1989-07-01,Australian,897,16.0,0.0,188.551,+1 Lap,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
VER,Jean-Éric Vergne,1990-04-25,French,897,17.0,0.0,191.302,+1 Lap,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
PIC,Charles Pic,1990-02-15,French,897,19.0,0.0,187.86,+1 Lap,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
CHI,Max Chilton,1991-04-21,British,897,21.0,0.0,185.636,+2 Laps,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
GUT,Esteban Gutiérrez,1991-08-05,Mexican,897,13.0,0.0,188.672,Finished,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
BOT,Valtteri Bottas,1989-08-28,Finnish,897,15.0,0.0,191.607,+1 Lap,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
VDG,Giedo van der Garde,1985-04-25,Dutch,897,18.0,0.0,187.578,+1 Lap,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
BIA,Jules Bianchi,1989-08-03,French,897,20.0,0.0,185.788,+2 Laps,UAE,2013,Abu Dhabi Grand Prix,2013-11-03
HAM,Lewis Hamilton,1985-01-07,British,900,,0.0,173.636,Engine,Australia,2014,Australian Grand Prix,2014-03-16
ROS,Nico Rosberg,1985-06-27,German,900,1.0,25.0,206.436,Finished,Australia,2014,Australian Grand Prix,2014-03-16
ALO,Fernando Alonso,1981-07-29,Spanish,900,4.0,12.0,204.867,Finished,Australia,2014,Australian Grand Prix,2014-03-16
RAI,Kimi Räikkönen,1979-10-17,Finnish,900,7.0,6.0,204.814,Finished,Australia,2014,Australian Grand Prix,2014-03-16
MAS,Felipe Massa,1981-04-25,Brazilian,900,,0.0,190.361,Collision,Australia,2014,Australian Grand Prix,2014-03-16
SUT,Adrian Sutil,1983-01-11,German,900,11.0,0.0,204.472,+1 Lap,Australia,2014,Australian Grand Prix,2014-03-16
BUT,Jenson Button,1980-01-19,British,900,3.0,15.0,205.46,Finished,Australia,2014,Australian Grand Prix,2014-03-16
VET,Sebastian Vettel,1987-07-03,German,900,,0.0,196.682,Engine,Australia,2014,Australian Grand Prix,2014-03-16
GRO,Romain Grosjean,1986-04-17,French,900,,0.0,200.363,ERS,Australia,2014,Australian Grand Prix,2014-03-16
KOB,Kamui Kobayashi,1986-09-13,Japanese,900,,0.0,,Collision,Australia,2014,Australian Grand Prix,2014-03-16
HUL,Nico Hülkenberg,1987-08-19,German,900,6.0,8.0,206.235,Finished,Australia,2014,Australian Grand Prix,2014-03-16
MAL,Pastor Maldonado,1985-03-09,Venezuelan,900,,0.0,201.451,ERS,Australia,2014,Australian Grand Prix,2014-03-16
PER,Sergio Pérez,1990-01-26,Mexican,900,10.0,1.0,206.088,Finished,Australia,2014,Australian Grand Prix,2014-03-16
RIC,Daniel Ricciardo,1989-07-01,Australian,900,,0.0,,Disqualified,Australia,2014,Australian Grand Prix,2014-03-16
VER,Jean-Éric Vergne,1990-04-25,French,900,8.0,4.0,203.763,Finished,Australia,2014,Australian Grand Prix,2014-03-16
CHI,Max Chilton,1991-04-21,British,900,13.0,0.0,202.658,+2 Laps,Australia,2014,Australian Grand Prix,2014-03-16
GUT,Esteban Gutiérrez,1991-08-05,Mexican,900,12.0,0.0,201.882,+1 Lap,Australia,2014,Australian Grand Prix,2014-03-16
BOT,Valtteri Bottas,1989-08-28,Finnish,900,5.0,10.0,206.128,Finished,Australia,2014,Australian Grand Prix,2014-03-16
BIA,Jules Bianchi,1989-08-03,French,900,,0.0,199.621,+8 Laps,Australia,2014,Australian Grand Prix,2014-03-16
MAG,Kevin Magnussen,1992-10-05,Danish,900,2.0,18.0,205.131,Finished,Australia,2014,Australian Grand Prix,2014-03-16
KVY,Daniil Kvyat,1994-04-26,Russian,900,9.0,2.0,203.387,Finished,Australia,2014,Australian Grand Prix,2014-03-16
ERI,Marcus Ericsson,1990-09-02,Swedish,900,,0.0,196.141,Oil pressure,Australia,2014,Australian Grand Prix,2014-03-16
HAM,Lewis Hamilton,1985-01-07,British,901,1.0,25.0,193.611,Finished,Malaysia,2014,Malaysian Grand Prix,2014-03-30
ROS,Nico Rosberg,1985-06-27,German,901,2.0,18.0,191.946,Finished,Malaysia,2014,Malaysian Grand Prix,2014-03-30
ALO,Fernando Alonso,1981-07-29,Spanish,901,4.0,12.0,191.569,Finished,Malaysia,2014,Malaysian Grand Prix,2014-03-30
RAI,Kimi Räikkönen,1979-10-17,Finnish,901,12.0,0.0,189.812,+1 Lap,Malaysia,2014,Malaysian Grand Prix,2014-03-30
MAS,Felipe Massa,1981-04-25,Brazilian,901,7.0,6.0,190.232,Finished,Malaysia,2014,Malaysian Grand Prix,2014-03-30
SUT,Adrian Sutil,1983-01-11,German,901,,0.0,184.698,Electrical,Malaysia,2014,Malaysian Grand Prix,2014-03-30
BUT,Jenson Button,1980-01-19,British,901,6.0,8.0,188.183,Finished,Malaysia,2014,Malaysian Grand Prix,2014-03-30
VET,Sebastian Vettel,1987-07-03,German,901,3.0,15.0,191.341,Finished,Malaysia,2014,Malaysian Grand Prix,2014-03-30
GRO,Romain Grosjean,1986-04-17,French,901,11.0,0.0,187.855,+1 Lap,Malaysia,2014,Malaysian Grand Prix,2014-03-30
KOB,Kamui Kobayashi,1986-09-13,Japanese,901,13.0,0.0,185.19,+1 Lap,Malaysia,2014,Malaysian Grand Prix,2014-03-30
HUL,Nico Hülkenberg,1987-08-19,German,901,5.0,10.0,188.284,Finished,Malaysia,2014,Malaysian Grand Prix,2014-03-30
MAL,Pastor Maldonado,1985-03-09,Venezuelan,901,,0.0,179.888,Engine,Malaysia,2014,Malaysian Grand Prix,2014-03-30
PER,Sergio Pérez,1990-01-26,Mexican,901,,0.0,,Withdrew,Malaysia,2014,Malaysian Grand Prix,2014-03-30
RIC,Daniel Ricciardo,1989-07-01,Australian,901,,0.0,190.635,Technical,Malaysia,2014,Malaysian Grand Prix,2014-03-30
VER,Jean-Éric Vergne,1990-04-25,French,901,,0.0,183.869,Power Unit,Malaysia,2014,Malaysian Grand Prix,2014-03-30
CHI,Max Chilton,1991-04-21,British,901,15.0,0.0,184.341,+2 Laps,Malaysia,2014,Malaysian Grand Prix,2014-03-30
GUT,Esteban Gutiérrez,1991-08-05,Mexican,901,,0.0,185.14,Gearbox,Malaysia,2014,Malaysian Grand Prix,2014-03-30
BOT,Valtteri Bottas,1989-08-28,Finnish,901,8.0,4.0,189.189,Finished,Malaysia,2014,Malaysian Grand Prix,2014-03-30
BIA,Jules Bianchi,1989-08-03,French,901,,0.0,179.01,Brakes,Malaysia,2014,Malaysian Grand Prix,2014-03-30
MAG,Kevin Magnussen,1992-10-05,Danish,901,9.0,2.0,189.372,+1 Lap,Malaysia,2014,Malaysian Grand Prix,2014-03-30
KVY,Daniil Kvyat,1994-04-26,Russian,901,10.0,1.0,187.026,+1 Lap,Malaysia,2014,Malaysian Grand Prix,2014-03-30
ERI,Marcus Ericsson,1990-09-02,Swedish,901,14.0,0.0,185.626,+2 Laps,Malaysia,2014,Malaysian Grand Prix,2014-03-30
HAM,Lewis Hamilton,1985-01-07,British,902,1.0,25.0,200.634,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
ROS,Nico Rosberg,1985-06-27,German,902,2.0,18.0,200.816,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
ALO,Fernando Alonso,1981-07-29,Spanish,902,9.0,2.0,195.355,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
RAI,Kimi Räikkönen,1979-10-17,Finnish,902,10.0,1.0,195.933,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
MAS,Felipe Massa,1981-04-25,Brazilian,902,7.0,6.0,196.26,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
SUT,Adrian Sutil,1983-01-11,German,902,,0.0,191.403,Collision,Bahrain,2014,Bahrain Grand Prix,2014-04-06
BUT,Jenson Button,1980-01-19,British,902,17.0,0.0,195.683,Clutch,Bahrain,2014,Bahrain Grand Prix,2014-04-06
VET,Sebastian Vettel,1987-07-03,German,902,6.0,8.0,196.181,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
GRO,Romain Grosjean,1986-04-17,French,902,12.0,0.0,195.923,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
KOB,Kamui Kobayashi,1986-09-13,Japanese,902,15.0,0.0,192.434,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
HUL,Nico Hülkenberg,1987-08-19,German,902,5.0,10.0,197.228,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
MAL,Pastor Maldonado,1985-03-09,Venezuelan,902,14.0,0.0,195.484,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
PER,Sergio Pérez,1990-01-26,Mexican,902,3.0,15.0,196.165,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
RIC,Daniel Ricciardo,1989-07-01,Australian,902,4.0,12.0,196.266,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
VER,Jean-Éric Vergne,1990-04-25,French,902,,0.0,191.669,Retired,Bahrain,2014,Bahrain Grand Prix,2014-04-06
CHI,Max Chilton,1991-04-21,British,902,13.0,0.0,191.34,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
GUT,Esteban Gutiérrez,1991-08-05,Mexican,902,,0.0,193.481,Collision,Bahrain,2014,Bahrain Grand Prix,2014-04-06
BOT,Valtteri Bottas,1989-08-28,Finnish,902,8.0,4.0,195.296,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
BIA,Jules Bianchi,1989-08-03,French,902,16.0,0.0,190.684,+1 Lap,Bahrain,2014,Bahrain Grand Prix,2014-04-06
MAG,Kevin Magnussen,1992-10-05,Danish,902,,0.0,194.621,Clutch,Bahrain,2014,Bahrain Grand Prix,2014-04-06
KVY,Daniil Kvyat,1994-04-26,Russian,902,11.0,0.0,194.52,Finished,Bahrain,2014,Bahrain Grand Prix,2014-04-06
ERI,Marcus Ericsson,1990-09-02,Swedish,902,,0.0,192.647,Retired,Bahrain,2014,Bahrain Grand Prix,2014-04-06
HAM,Lewis Hamilton,1985-01-07,British,906,,0.0,198.875,Brakes,Canada,2014,Canadian Grand Prix,2014-06-08
ROS,Nico Rosberg,1985-06-27,German,906,2.0,18.0,199.028,Finished,Canada,2014,Canadian Grand Prix,2014-06-08
ALO,Fernando Alonso,1981-07-29,Spanish,906,6.0,8.0,199.704,Finished,Canada,2014,Canadian Grand Prix,2014-06-08
RAI,Kimi Räikkönen,1979-10-17,Finnish,906,10.0,1.0,199.921,Finished,Canada,2014,Canadian Grand Prix,2014-06-08
MAS,Felipe Massa,1981-04-25,Brazilian,906,12.0,0.0,199.984,Collision,Canada,2014,Canadian Grand Prix,2014-06-08
SUT,Adrian Sutil,1983-01-11,German,906,13.0,0.0,195.692,+1 Lap,Canada,2014,Canadian Grand Prix,2014-06-08
BUT,Jenson Button,1980-01-19,British,906,4.0,12.0,199.337,Finished,Canada,2014,Canadian Grand Prix,2014-06-08
VET,Sebastian Vettel,1987-07-03,German,906,3.0,15.0,198.299,Finished,Canada,2014,Canadian Grand Prix,2014-06-08
GRO,Romain Grosjean,1986-04-17,French,906,,0.0,197.107,Rear wing,Canada,2014,Canadian Grand Prix,2014-06-08
KOB,Kamui Kobayashi,1986-09-13,Japanese,906,,0.0,188.856,Suspension,Canada,2014,Canadian Grand Prix,2014-06-08
HUL,Nico Hülkenberg,1987-08-19,German,906,5.0,10.0,198.89,Finished,Canada,2014,Canadian Grand Prix,2014-06-08
MAL,Pastor Maldonado,1985-03-09,Venezuelan,906,,0.0,192.6,Power Unit,Canada,2014,Canadian Grand Prix,2014-06-08
PER,Sergio Pérez,1990-01-26,Mexican,906,11.0,0.0,197.501,Collision,Canada,2014,Canadian Grand Prix,2014-06-08
RIC,Daniel Ricciardo,1989-07-01,Australian,906,1.0,25.0,199.638,Finished,Canada,2014,Canadian Grand Prix,2014-06-08
VER,Jean-Éric Vergne,1990-04-25,French,906,8.0,4.0,197.73,Finished,Canada,2014,Canadian Grand Prix,2014-06-08
CHI,Max Chilton,1991-04-21,British,906,,0.0,,Collision,Canada,2014,Canadian Grand Prix,2014-06-08
GUT,Esteban Gutiérrez,1991-08-05,Mexican,906,14.0,0.0,195.97,ERS,Canada,2014,Canadian Grand Prix,2014-06-08
BOT,Valtteri Bottas,1989-08-28,Finnish,906,7.0,6.0,197.924,Finished,Canada,2014,Canadian Grand Prix,2014-06-08
BIA,Jules Bianchi,1989-08-03,French,906,,0.0,,Collision,Canada,2014,Canadian Grand Prix,2014-06-08
MAG,Kevin Magnussen,1992-10-05,Danish,906,9.0,2.0,199.185,Finished,Canada,2014,Canadian Grand Prix,2014-06-08
KVY,Daniil Kvyat,1994-04-26,Russian,906,,0.0,196.298,Drivetrain,Canada,2014,Canadian Grand Prix,2014-06-08
ERI,Marcus Ericsson,1990-09-02,Swedish,906,,0.0,141.385,Turbo,Canada,2014,Canadian Grand Prix,2014-06-08
HAM,Lewis Hamilton,1985-01-07,British,909,3.0,15.0,206.066,Finished,Germany,2014,German Grand Prix,2014-07-20
ROS,Nico Rosberg,1985-06-27,German,909,1.0,25.0,202.543,Finished,Germany,2014,German Grand Prix,2014-07-20
ALO,Fernando Alonso,1981-07-29,Spanish,909,5.0,10.0,204.429,Finished,Germany,2014,German Grand Prix,2014-07-20
RAI,Kimi Räikkönen,1979-10-17,Finnish,909,11.0,0.0,202.444,+1 Lap,Germany,2014,German Grand Prix,2014-07-20
MAS,Felipe Massa,1981-04-25,Brazilian,909,,0.0,,Collision,Germany,2014,German Grand Prix,2014-07-20
SUT,Adrian Sutil,1983-01-11,German,909,,0.0,199.522,Brakes,Germany,2014,German Grand Prix,2014-07-20
BUT,Jenson Button,1980-01-19,British,909,8.0,4.0,202.424,Finished,Germany,2014,German Grand Prix,2014-07-20
VET,Sebastian Vettel,1987-07-03,German,909,4.0,12.0,201.93,Finished,Germany,2014,German Grand Prix,2014-07-20
GRO,Romain Grosjean,1986-04-17,French,909,,0.0,195.709,Water leak,Germany,2014,German Grand Prix,2014-07-20
KOB,Kamui Kobayashi,1986-09-13,Japanese,909,16.0,0.0,198.711,+2 Laps,Germany,2014,German Grand Prix,2014-07-20
HUL,Nico Hülkenberg,1987-08-19,German,909,7.0,6.0,200.57,Finished,Germany,2014,German Grand Prix,2014-07-20
MAL,Pastor Maldonado,1985-03-09,Venezuelan,909,12.0,0.0,200.065,+1 Lap,Germany,2014,German Grand Prix,2014-07-20
PER,Sergio Pérez,1990-01-26,Mexican,909,10.0,1.0,203.913,+1 Lap,Germany,2014,German Grand Prix,2014-07-20
RIC,Daniel Ricciardo,1989-07-01,Australian,909,6.0,8.0,203.676,Finished,Germany,2014,German Grand Prix,2014-07-20
VER,Jean-Éric Vergne,1990-04-25,French,909,13.0,0.0,201.113,+1 Lap,Germany,2014,German Grand Prix,2014-07-20
CHI,Max Chilton,1991-04-21,British,909,17.0,0.0,198.306,+2 Laps,Germany,2014,German Grand Prix,2014-07-20
GUT,Esteban Gutiérrez,1991-08-05,Mexican,909,14.0,0.0,200.79,+1 Lap,Germany,2014,German Grand Prix,2014-07-20
BOT,Valtteri Bottas,1989-08-28,Finnish,909,2.0,18.0,202.056,Finished,Germany,2014,German Grand Prix,2014-07-20
BIA,Jules Bianchi,1989-08-03,French,909,15.0,0.0,199.539,+1 Lap,Germany,2014,German Grand Prix,2014-07-20
MAG,Kevin Magnussen,1992-10-05,Danish,909,9.0,2.0,205.255,+1 Lap,Germany,2014,German Grand Prix,2014-07-20
KVY,Daniil Kvyat,1994-04-26,Russian,909,,0.0,200.372,Oil leak,Germany,2014,German Grand Prix,2014-07-20
